"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 03 20:28:21 GMT 2022","Sun Jul 03 20:28:27 GMT 2022","5571","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Sun Jul 03 20:31:17 GMT 2022","Sun Jul 03 20:31:21 GMT 2022","4274","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Sun Jul 03 20:31:21 GMT 2022","Sun Jul 03 20:31:25 GMT 2022","3730","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Sun Jul 03 20:30:29 GMT 2022","Sun Jul 03 20:30:32 GMT 2022","3859","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 20:30:32 GMT 2022","Sun Jul 03 20:30:45 GMT 2022","13009","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 20:31:08 GMT 2022","Sun Jul 03 20:31:12 GMT 2022","4127","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"passed","Sun Jul 03 20:30:52 GMT 2022","Sun Jul 03 20:30:56 GMT 2022","4129","","Test02Login","","Test02Login","testLoginMissingPassword","repetition 1 of 1","Login with missing password (USER 1)"
"passed","Sun Jul 03 20:27:11 GMT 2022","Sun Jul 03 20:27:25 GMT 2022","13813","","Test09DataSave","","Test09DataSave","testMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Sun Jul 03 20:30:25 GMT 2022","Sun Jul 03 20:30:29 GMT 2022","3675","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 20:25:58 GMT 2022","Sun Jul 03 20:26:01 GMT 2022","3136","","Test04ListingData","","Test04ListingData","testListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Sun Jul 03 20:30:21 GMT 2022","Sun Jul 03 20:30:25 GMT 2022","3969","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 1 of 3","Privacy Policy Open"
"passed","Sun Jul 03 20:31:12 GMT 2022","Sun Jul 03 20:31:17 GMT 2022","4948","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"passed","Sun Jul 03 20:25:51 GMT 2022","Sun Jul 03 20:25:54 GMT 2022","3520","","Test04ListingData","","Test04ListingData","testListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Sun Jul 03 20:26:11 GMT 2022","Sun Jul 03 20:26:26 GMT 2022","14815","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"failed","Sun Jul 03 20:27:25 GMT 2022","Sun Jul 03 20:27:50 GMT 2022","25192","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
