"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 10:50:56 GMT 2022","Sun Jul 03 10:51:01 GMT 2022","5348","","Test10Logout","","Test10Logout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Sun Jul 03 10:55:23 GMT 2022","Sun Jul 03 10:55:39 GMT 2022","15624","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 10:53:38 GMT 2022","Sun Jul 03 10:54:08 GMT 2022","30008","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 10:55:08 GMT 2022","Sun Jul 03 10:55:14 GMT 2022","6573","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 1 of 3","Privacy Policy Open"
"passed","Sun Jul 03 10:50:19 GMT 2022","Sun Jul 03 10:50:23 GMT 2022","4200","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Sun Jul 03 10:55:19 GMT 2022","Sun Jul 03 10:55:23 GMT 2022","4452","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 10:54:08 GMT 2022","Sun Jul 03 10:54:37 GMT 2022","29764","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 10:50:39 GMT 2022","Sun Jul 03 10:50:56 GMT 2022","16619","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Sun Jul 03 10:56:14 GMT 2022","Sun Jul 03 10:56:19 GMT 2022","5134","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Sun Jul 03 10:51:01 GMT 2022","Sun Jul 03 10:51:29 GMT 2022","28174","","Test10Logout","","Test10Logout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Sun Jul 03 10:54:37 GMT 2022","Sun Jul 03 10:55:08 GMT 2022","30095","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 10:50:23 GMT 2022","Sun Jul 03 10:50:27 GMT 2022","4001","","Test04ListingData","","Test04ListingData","testListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Sun Jul 03 10:51:44 GMT 2022","Sun Jul 03 10:52:21 GMT 2022","37008","","Test09DataSave","","Test09DataSave","testMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Sun Jul 03 10:55:46 GMT 2022","Sun Jul 03 10:55:51 GMT 2022","5152","","Test02Login","","Test02Login","testLoginMissingPassword","repetition 1 of 1","Login with missing password (USER 1)"
"passed","Sun Jul 03 10:55:14 GMT 2022","Sun Jul 03 10:55:19 GMT 2022","4420","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 10:51:29 GMT 2022","Sun Jul 03 10:51:41 GMT 2022","11137","","Test09DataSave","","Test09DataSave","testMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Sun Jul 03 10:53:31 GMT 2022","Sun Jul 03 10:53:38 GMT 2022","6292","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"passed","Sun Jul 03 10:56:09 GMT 2022","Sun Jul 03 10:56:14 GMT 2022","4884","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"passed","Sun Jul 03 10:56:04 GMT 2022","Sun Jul 03 10:56:09 GMT 2022","5114","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"failed","Sun Jul 03 10:53:02 GMT 2022","Sun Jul 03 10:53:09 GMT 2022","6482","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Sun Jul 03 10:55:59 GMT 2022","Sun Jul 03 10:56:04 GMT 2022","5254","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Sun Jul 03 10:50:27 GMT 2022","Sun Jul 03 10:50:39 GMT 2022","12162","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 10:53:09 GMT 2022","Sun Jul 03 10:53:15 GMT 2022","6116","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"passed","Sun Jul 03 10:55:39 GMT 2022","Sun Jul 03 10:55:46 GMT 2022","7439","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyBasic","repetition 1 of 1","Modify existing account (USER 1) basic data with (USER 2) account data"
