"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 20:33:30 GMT 2022","Sun Jul 03 20:33:34 GMT 2022","4715","","Test09DataSave","","Test09DataSave","testDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"failed","Sun Jul 03 20:34:37 GMT 2022","Sun Jul 03 20:34:47 GMT 2022","9725","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Sun Jul 03 20:34:59 GMT 2022","Sun Jul 03 20:35:05 GMT 2022","6451","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"passed","Sun Jul 03 20:38:10 GMT 2022","Sun Jul 03 20:38:16 GMT 2022","5903","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Sun Jul 03 20:36:59 GMT 2022","Sun Jul 03 20:37:04 GMT 2022","5115","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 2 of 3","Privacy Policy Open"
"passed","Sun Jul 03 20:37:04 GMT 2022","Sun Jul 03 20:37:09 GMT 2022","5111","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyDetailsOpen","repetition 3 of 3","Privacy Policy Open"
"passed","Sun Jul 03 20:37:43 GMT 2022","Sun Jul 03 20:37:52 GMT 2022","8713","","Test02Login","","Test02Login","testLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Sun Jul 03 20:35:19 GMT 2022","Sun Jul 03 20:35:50 GMT 2022","31072","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 1 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:34:54 GMT 2022","Sun Jul 03 20:34:59 GMT 2022","4857","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"failed","Sun Jul 03 20:33:54 GMT 2022","Sun Jul 03 20:34:21 GMT 2022","26902","","Test08DeleteData","","Test08DeleteData","testDeleteFullAccount","repetition 1 of 1","Delete account - BUG #4 - Missing feature"
"passed","Sun Jul 03 20:36:22 GMT 2022","Sun Jul 03 20:36:53 GMT 2022","31018","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 3 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:31:53 GMT 2022","Sun Jul 03 20:32:19 GMT 2022","25328","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Sun Jul 03 20:32:19 GMT 2022","Sun Jul 03 20:32:38 GMT 2022","19640","","Test05MultiPageList","","Test05MultiPageList","testSteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Sun Jul 03 20:37:52 GMT 2022","Sun Jul 03 20:37:59 GMT 2022","6728","","Test02Login","","Test02Login","testLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Sun Jul 03 20:31:44 GMT 2022","Sun Jul 03 20:31:49 GMT 2022","4399","","Test04ListingData","","Test04ListingData","testListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Sun Jul 03 20:37:59 GMT 2022","Sun Jul 03 20:38:05 GMT 2022","6204","","Test02Login","","Test02Login","testLoginMissingEmail","repetition 1 of 1","Sign in with missing email address (USER 1)"
"passed","Sun Jul 03 20:37:09 GMT 2022","Sun Jul 03 20:37:28 GMT 2022","18880","","Test07ModifyExistingData","","Test07ModifyExistingData","testExistDataModifyPassword","repetition 1 of 1","Modify existing account (USER 4) password data with (USER 3) account data and at the end we restore it "
"passed","Sun Jul 03 20:34:47 GMT 2022","Sun Jul 03 20:34:54 GMT 2022","6919","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data (USER 2)"
"passed","Sun Jul 03 20:35:50 GMT 2022","Sun Jul 03 20:36:22 GMT 2022","32104","","Test03PrivacyPolicy","","Test03PrivacyPolicy","testPrivacyAccepted","repetition 2 of 3","Privacy Policy Accept"
"passed","Sun Jul 03 20:38:05 GMT 2022","Sun Jul 03 20:38:10 GMT 2022","5338","","Test06NewDataInput","","Test06NewDataInput","testNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
