"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 17:54:39 GMT 2022","Fri Jul 01 17:54:48 GMT 2022","9348","","TestDataSave","","TestDataSave","TestDataListSave","repetition 3 of 5","Saving guitar category list to a file"
"passed","Fri Jul 01 18:01:27 GMT 2022","Fri Jul 01 18:01:46 GMT 2022","19038","","TestLogin","","TestLogin","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Fri Jul 01 17:52:46 GMT 2022","Fri Jul 01 17:53:20 GMT 2022","33996","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Fri Jul 01 18:01:46 GMT 2022","Fri Jul 01 18:02:05 GMT 2022","19065","","TestLogin","","TestLogin","testLogout","testLogout()",""
"broken","Fri Jul 01 17:53:15 GMT 2022","Fri Jul 01 17:53:25 GMT 2022","9828","","TestRegister","","TestRegister","testingRegistrationCorrectData","repetition 1 of 1","Registration with correctly filled data"
"broken","Fri Jul 01 17:52:30 GMT 2022","Fri Jul 01 17:52:48 GMT 2022","17816","","TestRegister","","TestRegister","testingRegistrationEasyPassword","repetition 1 of 1","Registration with too easy password"
"passed","Fri Jul 01 17:52:48 GMT 2022","Fri Jul 01 17:52:59 GMT 2022","10630","","TestRegister","","TestRegister","testingRegistrationBadEmail","repetition 1 of 1","Registration with incorrect email data"
"passed","Fri Jul 01 17:53:55 GMT 2022","Fri Jul 01 17:54:04 GMT 2022","8770","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Fri Jul 01 17:56:18 GMT 2022","Fri Jul 01 17:56:30 GMT 2022","11597","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"passed","Fri Jul 01 17:52:59 GMT 2022","Fri Jul 01 17:53:05 GMT 2022","5962","","TestRegister","","TestRegister","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Fri Jul 01 17:53:41 GMT 2022","Fri Jul 01 17:54:18 GMT 2022","36969","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"broken","Fri Jul 01 17:53:05 GMT 2022","Fri Jul 01 17:53:15 GMT 2022","9712","","TestRegister","","TestRegister","testingRegistrationMissingData","repetition 1 of 1","Registration with missing data"
"passed","Fri Jul 01 18:00:59 GMT 2022","Fri Jul 01 18:01:13 GMT 2022","14723","","TestLogin","","TestLogin","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"failed","Fri Jul 01 18:02:46 GMT 2022","Fri Jul 01 18:03:23 GMT 2022","36598","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"passed","Fri Jul 01 17:59:25 GMT 2022","Fri Jul 01 18:00:23 GMT 2022","57823","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 5 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 17:54:18 GMT 2022","Fri Jul 01 17:54:28 GMT 2022","10299","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 5","Saving guitar category list to a file"
"passed","Fri Jul 01 17:55:23 GMT 2022","Fri Jul 01 17:55:31 GMT 2022","8849","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"passed","Fri Jul 01 18:01:13 GMT 2022","Fri Jul 01 18:01:27 GMT 2022","13631","","TestLogin","","TestLogin","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
"passed","Fri Jul 01 18:02:05 GMT 2022","Fri Jul 01 18:02:25 GMT 2022","20337","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Fri Jul 01 17:55:31 GMT 2022","Fri Jul 01 17:55:49 GMT 2022","17226","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"broken","Fri Jul 01 17:53:25 GMT 2022","Fri Jul 01 17:53:41 GMT 2022","16401","","TestRegister","","TestRegister","testingRegistrationIncorrectChar","repetition 1 of 1","Registration with incorrect char types"
"passed","Fri Jul 01 17:52:30 GMT 2022","Fri Jul 01 17:52:46 GMT 2022","15766","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Fri Jul 01 17:55:06 GMT 2022","Fri Jul 01 17:56:10 GMT 2022","63828","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 5","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 17:56:04 GMT 2022","Fri Jul 01 17:56:18 GMT 2022","14751","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"broken","Fri Jul 01 17:58:19 GMT 2022","Fri Jul 01 17:58:27 GMT 2022","8167","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"passed","Fri Jul 01 17:54:26 GMT 2022","Fri Jul 01 17:55:22 GMT 2022","56956","","TestSavingData","","TestSavingData","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 17:56:30 GMT 2022","Fri Jul 01 17:57:16 GMT 2022","45740","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Fri Jul 01 17:53:20 GMT 2022","Fri Jul 01 17:53:38 GMT 2022","17824","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"passed","Fri Jul 01 17:54:28 GMT 2022","Fri Jul 01 17:54:39 GMT 2022","10434","","TestDataSave","","TestDataSave","TestDataListSave","repetition 2 of 5","Saving guitar category list to a file"
"passed","Fri Jul 01 18:02:26 GMT 2022","Fri Jul 01 18:02:46 GMT 2022","20515","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Fri Jul 01 17:54:58 GMT 2022","Fri Jul 01 17:55:06 GMT 2022","8376","","TestDataSave","","TestDataSave","TestDataListSave","repetition 5 of 5","Saving guitar category list to a file"
