"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 21:27:30 GMT 2022","Fri Jul 01 21:27:34 GMT 2022","4275","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"passed","Fri Jul 01 21:29:50 GMT 2022","Fri Jul 01 21:29:58 GMT 2022","7682","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"broken","Fri Jul 01 21:29:32 GMT 2022","Fri Jul 01 21:29:42 GMT 2022","9919","","Test01Register","","Test01Register","testRegIncorrectChar","repetition 1 of 1","Registration with incorrect char types"
"passed","Fri Jul 01 21:27:07 GMT 2022","Fri Jul 01 21:27:12 GMT 2022","4183","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Fri Jul 01 21:26:38 GMT 2022","Fri Jul 01 21:26:46 GMT 2022","8211","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"passed","Fri Jul 01 21:28:25 GMT 2022","Fri Jul 01 21:28:30 GMT 2022","4540","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"passed","Fri Jul 01 21:28:17 GMT 2022","Fri Jul 01 21:28:21 GMT 2022","4049","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
"passed","Fri Jul 01 21:28:34 GMT 2022","Fri Jul 01 21:28:47 GMT 2022","12852","","TestPageList","","TestPageList","SteppingOnMultiplePages2","repetition 1 of 1","Accessing headphone pages"
"passed","Fri Jul 01 21:26:55 GMT 2022","Fri Jul 01 21:27:07 GMT 2022","12772","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Fri Jul 01 21:31:09 GMT 2022","Fri Jul 01 21:31:17 GMT 2022","7296","","Test02Login","","Test02Login","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Fri Jul 01 21:26:01 GMT 2022","Fri Jul 01 21:26:09 GMT 2022","7321","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Fri Jul 01 21:28:47 GMT 2022","Fri Jul 01 21:29:07 GMT 2022","19611","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 21:29:17 GMT 2022","Fri Jul 01 21:29:22 GMT 2022","5286","","Test01Register","","Test01Register","testRegBadEmail","repetition 1 of 1","Registration with incorrect email data"
"broken","Fri Jul 01 21:30:32 GMT 2022","Fri Jul 01 21:30:58 GMT 2022","25797","","Test02Login","","Test02Login","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Fri Jul 01 21:28:30 GMT 2022","Fri Jul 01 21:28:34 GMT 2022","4545","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 21:29:07 GMT 2022","Fri Jul 01 21:29:17 GMT 2022","9940","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password"
"passed","Fri Jul 01 21:31:04 GMT 2022","Fri Jul 01 21:31:09 GMT 2022","5557","","Test02Login","","Test02Login","testingLoginMissingPassword","repetition 1 of 1","Login with missing password"
"passed","Fri Jul 01 21:27:39 GMT 2022","Fri Jul 01 21:27:45 GMT 2022","5850","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"passed","Fri Jul 01 21:26:09 GMT 2022","Fri Jul 01 21:26:38 GMT 2022","29296","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Fri Jul 01 21:29:58 GMT 2022","Fri Jul 01 21:30:05 GMT 2022","7260","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
