"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 19:34:21 GMT 2022","Fri Jul 01 19:34:45 GMT 2022","23791","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"passed","Fri Jul 01 19:32:46 GMT 2022","Fri Jul 01 19:32:58 GMT 2022","11434","","TestDataSave","","TestDataSave","TestMultiplePagesHeadphoneSave","repetition 1 of 1","Accessing headphones pages and the name of each headphones is stored in a JSON file "
"passed","Fri Jul 01 19:33:01 GMT 2022","Fri Jul 01 19:33:18 GMT 2022","16933","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
"passed","Fri Jul 01 19:36:32 GMT 2022","Fri Jul 01 19:36:41 GMT 2022","8504","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"passed","Fri Jul 01 19:33:45 GMT 2022","Fri Jul 01 19:33:50 GMT 2022","5387","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyAccepted","repetition 1 of 1","Privacy Policy Accept"
"passed","Fri Jul 01 19:32:06 GMT 2022","Fri Jul 01 19:32:34 GMT 2022","27257","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Fri Jul 01 19:32:00 GMT 2022","Fri Jul 01 19:32:06 GMT 2022","6222","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Fri Jul 01 19:33:59 GMT 2022","Fri Jul 01 19:34:03 GMT 2022","3801","","TestNewDataInput","","TestNewDataInput","TestNewDataInputIrrelevant","repetition 1 of 1","An irrelevant search"
"broken","Fri Jul 01 19:36:21 GMT 2022","Fri Jul 01 19:36:23 GMT 2022","2662","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"broken","Fri Jul 01 19:35:28 GMT 2022","Fri Jul 01 19:35:54 GMT 2022","26124","","TestLogin","","TestLogin","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Fri Jul 01 19:33:18 GMT 2022","Fri Jul 01 19:33:21 GMT 2022","3272","","TestListingData","","TestListingData","testDataListGuitarCategory","repetition 1 of 1","Listing of Guitar Category"
"failed","Fri Jul 01 19:36:41 GMT 2022","Fri Jul 01 19:37:08 GMT 2022","27493","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"broken","Fri Jul 01 19:35:10 GMT 2022","Fri Jul 01 19:35:17 GMT 2022","7043","","Test01Register","","Test01Register","testingRegistrationCorrectData","repetition 1 of 1","Registration with correctly filled data"
"passed","Fri Jul 01 19:32:58 GMT 2022","Fri Jul 01 19:33:01 GMT 2022","3208","","TestDataSave","","TestDataSave","TestDataListSave","repetition 1 of 1","Saving guitar category list to a file"
"passed","Fri Jul 01 19:32:40 GMT 2022","Fri Jul 01 19:32:46 GMT 2022","6407","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"passed","Fri Jul 01 19:36:14 GMT 2022","Fri Jul 01 19:36:21 GMT 2022","6254","","TestLogin","","TestLogin","testLogout","testLogout()",""
"passed","Fri Jul 01 19:34:03 GMT 2022","Fri Jul 01 19:34:07 GMT 2022","4372","","TestNewDataInput","","TestNewDataInput","TestNewDataInputSpecific","repetition 1 of 1","Search for a specific product"
"broken","Fri Jul 01 19:35:17 GMT 2022","Fri Jul 01 19:35:28 GMT 2022","10612","","Test01Register","","Test01Register","testingRegistrationIncorrectChar","repetition 1 of 1","Registration with incorrect char types"
"passed","Fri Jul 01 19:36:08 GMT 2022","Fri Jul 01 19:36:14 GMT 2022","6833","","TestLogin","","TestLogin","testingLoginRegistered","repetition 1 of 1","Login with a registered account (USER 1)"
"passed","Fri Jul 01 19:36:23 GMT 2022","Fri Jul 01 19:36:32 GMT 2022","8754","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"passed","Fri Jul 01 19:33:54 GMT 2022","Fri Jul 01 19:33:59 GMT 2022","5074","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"passed","Fri Jul 01 19:33:21 GMT 2022","Fri Jul 01 19:33:25 GMT 2022","3788","","TestListingData","","TestListingData","testDataListMicCategory","repetition 1 of 1","Listing of Microphone Category"
"passed","Fri Jul 01 19:33:50 GMT 2022","Fri Jul 01 19:33:54 GMT 2022","3698","","TestPrivacyPolicy","","TestPrivacyPolicy","privacyDetailsOpen","repetition 1 of 1","Privacy Policy Open"
