"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 01 22:46:38 GMT 2022","Fri Jul 01 22:46:43 GMT 2022","4584","","Test02Login","","Test02Login","testingLoginMissingEmail","repetition 1 of 1","Sign in with missing email address"
"broken","Fri Jul 01 22:40:29 GMT 2022","Fri Jul 01 22:40:55 GMT 2022","25893","","TestLogout","","TestLogout","testLogoutConfirm","repetition 1 of 1","Log out of the account"
"passed","Fri Jul 01 22:43:59 GMT 2022","Fri Jul 01 22:44:16 GMT 2022","16979","","TestPageList","","TestPageList","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"broken","Fri Jul 01 22:44:54 GMT 2022","Fri Jul 01 22:44:57 GMT 2022","2948","","TestDataOperations","","TestDataOperations","TestDataListSave","TestDataListSave()",""
"passed","Fri Jul 01 22:43:35 GMT 2022","Fri Jul 01 22:43:39 GMT 2022","4643","","TestNewDataInput","","TestNewDataInput","TestNewDataInputGeneral","repetition 1 of 1","General search"
"broken","Fri Jul 01 22:46:12 GMT 2022","Fri Jul 01 22:46:38 GMT 2022","26191","","Test02Login","","Test02Login","testingLoginUnRegistered","repetition 1 of 1","Login with an unregistered account (USER 3)"
"passed","Fri Jul 01 22:44:29 GMT 2022","Fri Jul 01 22:44:34 GMT 2022","4323","","Test01Register","","Test01Register","testSiteAvailability","repetition 1 of 1","To check if the page is available"
"passed","Fri Jul 01 22:44:47 GMT 2022","Fri Jul 01 22:44:54 GMT 2022","6891","","Test01Register","","Test01Register","testRegCorrectData","repetition 1 of 1","Registration with correctly filled data (USER 1) - BUG #1"
"broken","Fri Jul 01 22:45:47 GMT 2022","Fri Jul 01 22:46:12 GMT 2022","24971","","TestDeleteData","","TestDeleteData","TestDeleteFullAccount","repetition 1 of 1","Delete account"
"passed","Fri Jul 01 22:44:34 GMT 2022","Fri Jul 01 22:44:40 GMT 2022","6488","","Test01Register","","Test01Register","testRegMissingData","repetition 1 of 1","Registration with missing data (USER 3)"
"passed","Fri Jul 01 22:43:07 GMT 2022","Fri Jul 01 22:43:25 GMT 2022","17631","","TestSavingData","","TestSavingData","SteppingOnMultiplePages","repetition 1 of 1","Accessing guitar string pages"
"failed","Fri Jul 01 22:40:55 GMT 2022","Fri Jul 01 22:41:22 GMT 2022","26301","","TestLogout","","TestLogout","testLogoutCheckWishList","repetition 1 of 1","Log out of the account, and check that your account wish list is available despite the confirmation "
"passed","Fri Jul 01 22:43:02 GMT 2022","Fri Jul 01 22:43:07 GMT 2022","5486","","TestListingData","","TestListingData","testDataListStudioCategory","repetition 1 of 1","Listing of Studio Category"
"broken","Fri Jul 01 22:41:22 GMT 2022","Fri Jul 01 22:41:46 GMT 2022","24891","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyBasic","repetition 1 of 1","Modify existing account basic data"
"broken","Fri Jul 01 22:41:46 GMT 2022","Fri Jul 01 22:42:12 GMT 2022","25615","","TestModifyExistingData","","TestModifyExistingData","TestExistDataModifyPassword","repetition 1 of 1","Modify existing account password data"
"broken","Fri Jul 01 22:45:22 GMT 2022","Fri Jul 01 22:45:47 GMT 2022","25131","","TestDeleteData","","TestDeleteData","TestExistDataDeleteFirstN","repetition 1 of 1","Delete first name data"
"broken","Fri Jul 01 22:44:57 GMT 2022","Fri Jul 01 22:45:22 GMT 2022","25159","","TestDeleteData","","TestDeleteData","TestExistDataDeleteLastN","repetition 1 of 1","Delete last name data"
"failed","Fri Jul 01 22:44:16 GMT 2022","Fri Jul 01 22:44:23 GMT 2022","6458","","Test01Register","","Test01Register","testRegEasyPassword","repetition 1 of 1","Registration with too easy password (USER 4) - BUG #2"
"passed","Fri Jul 01 22:42:36 GMT 2022","Fri Jul 01 22:42:53 GMT 2022","17365","","TestDataSave","","TestDataSave","TestMultiplePagesStringSave","repetition 1 of 1","Accessing guitar string pages and the name of each string is stored in a JSON file "
